,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date
1,pj_39abecf7d96bb571,Chicago,data+scientist,Data Scientist,ISMIE Mutual Insurance Company,NOT_FOUND,Manage the development of methodology and protocol for the ongoing use of data to monitor all aspects of operations of ISMIE....,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BVleUqIIf6XAdbq6C0p93o-LY5pQSGBnrM74-f0HHZtenJbzCzCnc4cx7Ynm_aeZahP8mQ36pYPdy5QYNWBt9uqSlgd_nv3y3_P9RGVDikKZ0r9QqtgICFoIBR3fwdkLYEoUpw6TkAFKP4ZKcplNi4vswzqTkWErLI5JtkrxX_zt6Fc-C8MC1yBUaXGDaq9jeqiv2Inl3GLfveZxKniIPePMWIhizLJfDITuzCRTzXRxqyY614_w7uPS_6qZCfnko-kMXvLShnNR6MhD3fxHr2GvClOloYyTIDAqUzhMZ2hV-9IzId9PQsdYdDHLvEsAU45L6vkgyiGIiTbOqU6pb1SmOQ09yW1ndQ-csc8e4bA7zExN2rYneYiKstJjzdOsK_AuUzqeiGsuG5CrE9cc3k8WSCQRS6872KRQhizKf3DkQHuhaOhTYt&p=0&fvj=1&vjs=3,NOT_FOUND
2,pj_bd65e8d2951e8870,Chicago,data+scientist,Principal Data Scientist,"SMS Assist, LLC",NOT_FOUND,At least 7 years of experience in developing and applying advanced analytics and machine learning techniques to software product development and creating high...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Azf24ceGmJeoddGoGdtujU3GsUDah2gM-7e14s1pjaUtWzN6BvzuI23xYyb0EFlptM3Z-IlhvplvCkYENbWwpEZiMA8uatZisA8nOnG7El3YUjwwsU2r210g1Vdld3IF7PiYFdWOOk-HsJso7fYiBjxLLP2Ozo5H2cueY2FRhbFxN9yh6LUH_8-dKd0ZV_1PUuAcMP7MNB74-9K0uWbXA0T06KsYZaNMCQq75jSbRxpzIMJaJsYTjfDpIAbYkI0F6M_U4VAJ4h6tcCB2oCmhe6MCpLpqnL5Whhc7EL4B5-q53h10XxcJXKZcickpG8mQ26of7LPDreXJ0sTtmjj-x1jJKB4VqTE0fnqq0rMVm7fi8cSiXIaSbtlP3DnkIxCvOGgGZ-luHdkp_wdTzij9onJpyP5y2hG9Mw7l7473KljvuKjXJVKOOE5rBSiswUg_Ozm8Cc-eXwXxhueK7NC7W6tn1rhx2n-v_gjDcKz4uxrNma93W7HGkSJljId5-A8v49I8BEhbkY-o9wm84LxjhrjrjwqWmxQ5p4AcNGlTDtmeGSGPIFJyKCKgsBaeTb0nY=&p=1&fvj=0&vjs=3,NOT_FOUND
3,pj_f6cfbbbcb337c7fb,Chicago,data+scientist,Lead Data Scientist,"HireWorks, LLC",NOT_FOUND,Using automated machine learning tools like Data Robot:. Experience using automated machine learning tools like Data Robot is a plus....,"
                $120,000 - $160,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUY7ya980j7be2_alaBS-M4knlaXyKCuigPo3TL-lwTyJY2ngbxZmcCajka9LHPNiDs-4l3SEbpqYfW53FlpBm8YuEsNINMu8nZP7MsZKR-IPsCW48RrSOMOGdQv6RL-xa8FpFppBUCUT4IbZqnarMgXj1GiWS9W7OxJnLtdczh3H21R4iIuLRChPSAi15HEsAPSZTz15LdrbwJlqrv4ZoeJp0DOqyTm4EWcOct_4WAPqiwowJ5lBSskmhgldffgJq6WZYb67anr5BYBAiTkd7DC-rmjMHFQbCkP3zN5-Yj9kg5BJO22F-CgB3Z_zhHNxw5ESZstxzv-FSqQZ4rSvDMBXDMCcW04S2oVQ3TMzSzu7L7YRq28xHiuCnzdWW5fzBnC9MwbPekCKjvLIFCqCj-bSPrWDCbyKwjvScVIlz5w==&p=2&fvj=1&vjs=3,NOT_FOUND
4,pj_72815ccab8960ef3,Chicago,data+scientist,Senior Data Scientist,Precima,NOT_FOUND,"As a senior data scientist in the Merch Analytics team, you will be responsible for the management of client data to develop and analyze results and present...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2uDwX8sqR0_LLIv6Lq8-VG7Zfi0sBA_v-J1V-j35lLIsmT6zbX8qHMwtMpIzNaC0Pam2w3EPvJHHNqoLh5bEh6Vr_BmLTG6tQYoG8mbww50zLAU1yNlFwmS6AQ_LVDVJXXbmGevtyk2NJhsWTmnHCxr6AeARxZbOQu0fA9x5T2dVScoaUEBcBDm2K4weZsGmtK94n9D_-1Wz72LDrLmInks0JkwGJJ3GSdtAliZvw2PRXbeGk4_njggHoZnSd-UzYNtjPn_JZ6FtUzXv9yDg2KfaPUGzS3nvvMEq5KJV9YcJWiPypM9dKSWhAEkRJs4O1ikUt_Vs9bbkvphcOo0rtvTWHUoYPmJ-_ZW5vsmdXeQ9gq3GKlHT5U_Uq-q_xM0oDjhNUqDnCDTfkABdVZJQR&p=3&fvj=0&vjs=3,NOT_FOUND
5,pj_8ee0640f86073575,Chicago,data+scientist,Data Scientist Architect,Lenox Executive Search,NOT_FOUND,MUST HAVES for the Data Scientist Architect:. Proven experience with global Sales and Marketing organizations and experience with pharmaceutical data sources e...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFRV3_2dkB6SuydGIGxPVEJoJqCW_np2MhSmgJaCX6psULqOrDhGc7TYQOH0y9beiLPHC-CwkaUkro7yQVBcYZkd_7pshBEXbapWJQyGbahhV2iWhdDjm53SaP3RJXJGGb_Ze9pAZWVcWOaq33KbuDA3tfzA7qx33SrR5wH9XD3tKpHFAb8xBl-KYkPf5UxwelEzfsBP7RAmWfMOFdhzbLDoHBR6EeB2mh_WqYCOiwdrM_AO3-t-QDaZ3R5lKfLNI8QjARWIVGcru7c-GTGfGmDN6o7PVTibWfxBrhmYFc4XWPeCrEEmrov0-MWK2zISkLuPx9t4feRj4kUJdNQm5XUNI-V1AI56IMx2ofb8iRJS8qc3_7hZ-xUv3DwcBTXJPlJqIGSAvZolNJHlrD9uToTy4dQRJGDIWAzm_GbWUF66MH0jzw_C4eYfixnhDCycw=&p=4&fvj=1&vjs=3,3 hours ago
6,pj_de49b8705aa47b40,Chicago,data+scientist,Senior Data Scientist,HNI Corporation,NOT_FOUND,"Develop and implement databases, data collection systems, data analytics, and other strategies that will provide efficient data and reporting solutions....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Atbdg0bKLfsMf-XrvW-mGXYBBmUmFJMxfHxiCcZI386bZZErgOHOnpCf_aPedOqde-HEbIiNMJEru_GyMxndNM6MtjzaVGkEx1sc6r1rNpLAVOWtlvk1uZXVu5grGrpRr7bxnLA08v0yCPog_Wg6wzOAxJ1dzCdxDcFbMN43VjTlyHeVPhe7gQtfiYXmUDwD0fxJqSQ7CzJDeche7iu2XeEWYMn80oYrLcxgYFVueZR_ptHoa70tajalRAHeGldN8xlOkU8zSvQ6s7NqOpZvOPT3hb8w9ovhfddAKuoAB_R3wbKg0nBfhep61MBsqTgFNHObjgZEixduS-tIhN0n6ZTR1-7iDpD0b0m5znCPtin_1Uh9V-kIG9z1VMhtCjM7LZr4WZigEpJ50t3_oOcLw6ZS56TQfiCn2GkMoz9z7lL-eJoJKP30liMd2PzjmImBA=&p=5&fvj=1&vjs=3,NOT_FOUND
7,pj_89803b01f4da0e6c,Chicago,data+scientist,Data Scientist,Indeed Prime,NOT_FOUND,"Get matched – Companies apply to you with opportunities that reflect your role, location and salary specifications....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ-EFN3cXsFacyjbJwnCPXT8XCR8xqJA7598TsvlHQj2YzmCNBEzy3If1Vc5VAs5g2oezmKtmNQPZyu-Um-Fy2ASNJlPZjULXOAseJdmZ_o0g6UkO3JxQFnoIJzvk02EnzwAeqcuw7oNJQCsLimC9HziiGrw1qvy8DBeUm2TuxtKNDWBwxz26M2IYYb1v-JgZafTvc5m1LL8-PJRirJduGu9XEPIv5JCT_5YezYYRTRJcKc-18zb73Jq_meRgudF_RFY8YkuxIoBvx7a1_z8_Lg1kjETDN9qMpqKoMFPD1b1Au5_2s55_h0KognIARzmyykWNpslUja9T-Mi1kNEsjImFPePAgU9CB3xQ350tAv0o203UwbMepyFNUelaEGbch00dx0bV7DICg48ormzHWwje2OqNscZR-Si5kWxg7A4_0TmMh3_mWtS97YkFIi807ypBVqhn0WXj2CLiKQjjbzEC8JzWvrGKELT-v8YyYOl23_dN2SNnk11Ch2EobkwwPsz8xV28TsqF&p=6&fvj=1&vjs=3,NOT_FOUND
8,p_4162296c7c557c38,Chicago,data+scientist,Associate Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",Expertise Data Science. Performs complex statistical analysis on experimental or business data to validate and quantify trends or patterns identified by...,NOT_FOUND,https://www.indeed.com/rc/clk?jk=4162296c7c557c38&fccid=f0982fe98d8ebba0&vjs=3,1 day ago
9,p_bc1fd159999161e6,Chicago,data+scientist,Data Scientist,"Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL","Apply data analysis, machine learning, predictive modeling, statistics, visualization, and other data science techniques to derive actionable insights....",NOT_FOUND,https://www.indeed.com/rc/clk?jk=bc1fd159999161e6&fccid=f0982fe98d8ebba0&vjs=3,1 day ago
10,p_cd6c4e4abde42257,Chicago,data+scientist,"Research Analyst, People Analytics",Google,"Chicago, IL 60607 (Near West Side area)","Experience using SQL to clean data. Experience working with and manipulating data from businesses (e.g., checking for data issues, cleaning, merging)....",NOT_FOUND,https://www.indeed.com/rc/clk?jk=cd6c4e4abde42257&fccid=a5b4499d9e91a5c6&vjs=3,15 days ago
