,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date
1,pj_f9c3b690220e083c,New+York,data+engineer,Data Engineer,Columbia University Medical Center,NOT_FOUND,The Department of Biomedical Informatics (DBMI) at Columbia University Medical Center is accelerating clinical knowledge through large-scale observational...,"
                $98,000 - $120,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A8i7iCIUe5Z4HOC9ZoHpwY5EdXQd-2PKQDz6Rjcc727VQl90F2vcspoMV1cNfS6cStPiuoxRYtAef9Popl99xNqmWZnGk_gPvmsVKzVSZHEXkP_1-EuTsMNOnxbpQTO1k9wmhPuXZ1XgJMI_AIcT89iMluttP79Y-nvnjiXapRvMY6RkTtsjT1KsB9jeuot277xsDh_mFWCCN6EvDmN1-QETDZIMxscr9gehGgO61h5kdOjEy8SHJAQqHl5UT-JVUVNZLrBWgiZmUJBzki8JLV1hn6iY-atUTHdbaAW1sS5-pGGe-B15bo2MiTBEnd-gpQpHdwmPPGGrD9NefxJLKpk6wPASREA1Pz8w1CsreN_wQ1QgKY51g3Bv9_PTfG_IdZsznN8-AHHSbRlBB6y1KnJxCdab9AeGNaTkIsTqXNfTa98izHUqxDgyTguZpFsIo=&p=0&fvj=1&vjs=3,NOT_FOUND
2,pj_ceab3f2c0873d4f2,New+York,data+engineer,Senior Data Engineer,Aetna,NOT_FOUND,"Senior Data Engineer. Knowledge of data structures, algorithms, distributed processing. Ability to leverage multiple tools and programming languages to...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_jCSpYQWzVXiNiWazLYeCpyx9-fCnzAZkiltHUDi0XFprIflzbwEBJHQZEeLRKzQ_sLaTH5ZsqfVGtOmM4t5ig9eP5hgH2YbrRRLY-kIY-N2fO9V0iA3yfHITm27VmYIB1c_IysKS0fLoUSNK2xUjBhqiSdOgJehT7pEa5-IaHzhv_lUxWTkizALTPrhW5veT4KOw2aaNQBZRa_77imq39HdeNqiUg4XxVLg7PU_9mCfz_nXOLjYE6T-tCvdRBeXIXs_4rD6-6MyeVBQBs1fTpEUOPP4STvCwPEsb0Sun0xyOFVG6xSNKVQiOGHSwvycqOcmS82bwXh-LPoB7UMCZUds3fvh-X4UJpcbwbKtnnHjQvNQ__qIosyI0NWGdTBKq2sFxy3zRVKj-d6jNOstx9JWVta4jdkKtYG3v3cSisNbrsp6KtRHLI1cGP99SPEc0chWmsNWjlQ==&p=1&fvj=0&vjs=3,3 hours ago
3,pj_c3e64c1ed7698635,New+York,data+engineer,Data Engineer,Capital One,NOT_FOUND,"Calling All Data Engineers:. A hub for innovation, our New York presence is expanding, and we need Data Engineers who know their stuff to join our team....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Df7omC-GtahyNxudWjWdRw8LExJdOXROlwosWN8T8mJZAl0LVGEJ4O39BguVHX-ueJFvNtKPMi-1ir1uFvuYY8RLJTfAU1_eZu10gJ5DeM7XClpqH8Op8RLh6fQEID2kes1pQhudygaFwvViwCKeuOaycSFGnNEOVb4fq4yzTVeMROEojYMMX8i5iHltujsWhxLiZPnpPf-zPFDMr4gjFirrSOnPHeGywDNGLHMyd3wHMnCZcU8M1n-kOv4mpzrLaIWbikJArCiSsPdpT0x8LEJ79586kMurD0DUgapNisZruYQ48eFKH1nnPSTCn9ZR_NvFvAmLaCfCr_MAldGqjtI9BTnAVh61OQR7igr845sPdTjNR9FFHLPgdqExuuwrj-nVztOxGDzm1wg3ZHj_hSeYv_tueLlCflWwDzrvAqil78Y-KyI1PpfM-6ETEOmkEBwJNUt4Z1hjWrZLz4w95dhJc9edTau1boOx2a1oG4Tg5dh03sl-e32RfEeIPxbyLd4sMnbypIIzjmEatHyj_VvFHlDvkhD2dANr0vPRuIpooyB9qhmMBc3al4txJduLNtug__LTnqmQgs-TTqJvsb2aiLX9Evxvv0BuPx4mqNa4jZ6KEYLqT8c6v6rZ0rtxMi71LVDBMi23g-NXaNduWuVWoQrswUiJNyijUz8cvsoYNjNL2M1GiNKyoT-ehZVNv5F4kxb2vZdDlhszReIAYytC68rQ-9yJjwKIS4hPiSIQlxL5grhn11_I6wQTO-2rLQcuTltp1FN7irvs6yHXZSYjThEKdc4i8fjhZVlEuBZXFoiHEJVG7l0NE8GXqm2BXw9_9DtdlNUyv3mc4NFAX8thaZfesl1yOMBm9vJtI0GfkpbhD0f99Ae0eJU_8ulF8uDYANyXuhSX9qmRF_oclQEbV36fq0mVsjinmhV2UT-z9QFKNe4ag9Q89Ge3qjE8CLmsaV5sT15F7oOFbCfiXAWd5sO1v5mQmuRoLUkYYIvgYwlY_5oNLJuBHG08hVIeWhnOZ7RffDbZgyUnx9_afq&p=2&fvj=0&vjs=3,NOT_FOUND
4,pj_ad46589a04e3a87c,New+York,data+engineer,Senior Software Engineer - Core Java - Data Streaming Platform,AppNexus,NOT_FOUND,Senior Software Engineer - Core Java - Data Streaming Platform. We are looking for a senior engineer to elevate our data ingestion and pipeline processing that...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BauOLsakO5ZV82hEr6OhEdXidI4Z-GstqtL7zTTBFb9_rGzIv0Dm12JA9BwZUwxkdV0fSgcmJ_jds90VlpEefsworgcELdUsY0jQW0UWTeyNS3sGVnNKpvdTkrnWArznZd73j3HHlqednFbFBr-_TgbNzMCrlk9BoDXwAvZC7PYkSEkU8pjkIH4hvKFHYrgjCuQyz_WUQ0ljZKJL1QYMFLP4JWGzTGunKwxcDOjHve4rsu_cmlG4QCmfFOa154ZkDKxwLhsAvd2ecjuxvOit5RfShbk3e_1mOG3BALPDScZFA9eAto7Im07Lu9WRN4g73SBuM6C8KddDMwfWOcyRdgFCnAk7T8bknXfwcdrpjBpII2C0v1RiERzQqlKSF75rEgQpR1suK6kZDHZ2npkrsLYfXbCA60RGg2KLLZnM-mjURctwKkYvKrdJyHI6m8N8pKKm44CTcZWnFu8i5v3MenHs5BsRA0DiInkP1bTYwSzuc27PzE30BBEN11pdn0gOs=&p=3&fvj=0&vjs=3,NOT_FOUND
5,pj_554f0aa3f0a029a7,New+York,data+engineer,Lead Big Data Engineer,Aetna,NOT_FOUND,"Aetna takes our candidates's data privacy seriously. Demonstrated ability designing & optimizing queries to build scalable, modular, efficient data pipelines....",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_jCSpYQWzVXiNiWazLYeCpyx9-fCnzAZkiltHUDi0XFprIflzbwEBIlIspkAaf51yc_BVnnGiHLyZsMXkcN8AcH7biABrdFz_sJL1xsWX3N3iCWRwdyKQhpz0moUW2VKmOMQGLtQmEOFAVpjdUFTpF_ThM0GxN4Ue52GNHWI5suyw_DbSZkNg-X8bFn04rYW2Jh9k_3VF6qGE7EUTbFUzH388IBeg-46lZP9nDkmcWtKbLwqJsx36hfAzKSTKbzySNUfMZx179oHwS9KaDxLRNKjtjFNX0VvoKh7pWg5rluGXu9GieXsF93uoWkgI1BiUIMoJaDHD-SGjLg5IsX4-Mom-wbWc69tJCsy6CDkACaWYzcBziIhqsVSmmT0bTx7fdQEAcm3cTSO0W21Rx0-Xn6K5Py1f60KMGGvNXbEABEyWncebaVsR0doSwaM8QS4GTxMCh5yoxw==&p=4&fvj=0&vjs=3,3 hours ago
6,pj_ab1c1589e7ad2816,New+York,data+engineer,Senior iOS Engineer,Teqqi LLC,NOT_FOUND,3+ years experience as an iOS engineer. We are looking for a Senior iOS Engineer to join our team in our NYC location....,"
                $140,000 - $175,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cp02GmdsWoOuS0y9hgDCPsYxVTQZadhztPUR0YNLtjE-V73X6OwASjuk-D1sbionDTBwjNAEfywoDgiTsnldC9Qull9P1VBg49gehToSSNURgH9mnvhpZIWGTp759Wh7zpDLhS0kgAY0c8iwzY7V3T8-5fpNWZV3AWBMBH6WzKWSp3T86Lz2oISitWEqtXrc48qeQ5yyNqpXilFrBVpdJQhGKUUhQCP6j6OGg5gMSdqeXBn-gqCesiJF1qXBpiexrUu1PD2xJT_XbopU1XqNeb6SvK2abzndgND0wtTJ1UIBmeo6-bqfYMvqehGdz0IMUHdHXRXiOc8uaRg1tCeVedh0cTiDV-sQGCNq1wNrgDwXZ6yPGkrKxS-mitEeRgKbwOavOUH7x3GT0wH8UgiMNobDlNI3k_7DppYt_3u8MoaX2SNBCFF7XS&p=5&fvj=1&vjs=3,NOT_FOUND
7,pj_21302dbf5dcced61,New+York,data+engineer,Data Engineer (Technology Startup),Averity,NOT_FOUND,This is phenomenal opportunity for an experience Data Engineer to join a great organization and make an impact immediately....,"
                $120,000 - $160,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaqLoIGYbn5Lqe37Jn8hZ99RqUAC2d_AL-tR18DHYTQIrTKMlae1xkkl_VgT2Shu38JeDLnWO-SYqv2YaxWyg_NxaFgWaxP6egf6ibHqFkVO2HyVahkL7rYaJnIUFlyQ_TeiejzpRiBavZMycf68aoAxQqhGAE2sW_OtUwZ1NBCPhDZAX-9b2WW8k_MMdGeTd1N22hMDqC43Z96-UhY2sxfWrguAFLqkOpHyjKCRtWqS0uepdrsIz7mhsCl4y7l2JpwHskk6lOtYh4ztxzIp3d_COIHCj7KmYEe28NrhUfKReMF0UGv9PIFfJpuIHC6uBtF-mtJiEIMNTGgTf5KoP7QxMvLj49eZUCrjN8bHts5fKKiRJeB5su-pPNElXKCcyWQeoCkrZlL-xQiPKxk9J-caBdxi4HvfLpK_MXaqRq1Db6QuSRWReiRgd-Il6v9qpojLW3ojwBCg==&p=6&fvj=1&vjs=3,NOT_FOUND
8,p_133e04e3312cfeee,New+York,data+engineer,Data Engineer,Twentieth Century Fox,"New York, NY","Advertising technology plays a very important role toward these goals, so as a Data Engineer supporting the Data Science team in the Ad Ops department, you will...",NOT_FOUND,https://www.indeed.com/rc/clk?jk=133e04e3312cfeee&fccid=2b0b50308603a0be&vjs=3,12 days ago
9,p_bf35751cb900c171,New+York,data+engineer,Data Engineer I,Conde Nast,"New York, NY 10048","The Data Services team is seeking a Data Engineer with a passion for creating data products to help create more engaging, personalized experiences for users...",NOT_FOUND,https://www.indeed.com/rc/clk?jk=bf35751cb900c171&fccid=7ca1385998532a85&vjs=3,5 months ago
10,p_7152f1574b417810,New+York,data+engineer,"Data Scientist,Creator Marketplace – all levels",Spotify,"New York, NY 10011 (Chelsea area)","Work closely with cross-functional teams of data scientists, product managers, designers and engineers who are passionate about Spotify’s success....",NOT_FOUND,https://www.indeed.com/rc/clk?jk=7152f1574b417810&fccid=fe404d18bb9eef1e&vjs=3,23 hours ago
