,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date
1,pj_55a9a1c0086be7d9,Chicago,data+analyst,Project Analyst,Sargent & Lundy,NOT_FOUND,We are currently seeking a full-time Project Analyst. Compile and analyze large data sets for project reporting....,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BihZOeQke7NeE38zme60AoE6R-T9CDEocBflrqbtzsurcjT9-e9lkwLc_7Ffv_CJwJVyo80cpAV4v0ScqsRJ9ZIFLKgFzOk4QWyYTKMLNUCMO1HrjSJ1hYNvmMMVJUc91v87SsoME7X5zn845d0mV1iSQtldT_IQEu9I-vy6YeDI2NUtWjjm2zARUXw8ib3YKTb3QR_VLfVPceBO3mPItNzt0WW5l8vPIR9-zxEa9TdJ-qXZGz3FefHfOCijhLZqi-JaH3Kr5rAlDciNmmmtV2H2THRPwudtHHHvD3PZ8r0914HbyHdPYnj55JYHQ-SR7xrsJO5umWCAO_eiXJIzhLGi8LzSdzG8pSNPmhf2WM8KvP7fOAqoDX7n2quDCA729ZSCDLBEts6MhmbDzLnDirOOQwjAN8-4rBZqhEuevBq6fh59CkJcCE3C8JLcbTkE0tGvlxaHK9hK9Jowtht89LUvYT2fOjnNV5iSzr1xDPSPBWZHNZvBapzWKVHaA0B5zEGfZyvdVLm54cAp44XB618-s40Cj33hWiZ7OCuDrQPtsrhakrDl1NFqW7mM8CXIHkZBuWEWkM3sPSxJMjdlPQ&p=0&fvj=0&vjs=3,NOT_FOUND
2,pj_7fc8a2310d66831e,Chicago,data+analyst,SAP Data Analyst,Accenture,NOT_FOUND,"Technical experience with one of the SAP Data Management applications, SAP Master Data Governance (MDG), SAP Data Services (BODS), SAP Information Steward, SAP...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2AAIzE4yv5ChlJmW01BcmkC8KTClVfPw44EbM8UBSRR_lyIPRI0wEEDZf7oSRJVrolpDCgQNZh1aDiOFTb0-5iHrk-ugwvCy7AWLayLV8D6IuiG7tjE4TISYtEc6DyEXxy6WNrXhVQE6WkD3Kpc3Rvxedlbv11NpziGin7UjZFQF52uD77cJC-jWiCgXPQ3tlNo_B0sHoD899B5LACWuqFvj0r8DBb5pyWk-WfuzoaoD3jNJpMY6IJQJagQxTo1TNoi7uC_-fUJ_4sj-0isy1g0Q047o2yPE7UwC2c_ytisD3uANYqalYJhhpNuuUQlTCDVZ-Fake6WOxFlAr61urfG6oWJbjQl3FpIBM3FhOlpGoylVu_KDpkFjYa1cvUvFTUZ4paa7_-xheBswGVr4coM=&p=1&fvj=0&vjs=3,NOT_FOUND
3,pj_7022713fde67fa25,Chicago,data+analyst,Data Analyst,UnitedLex,NOT_FOUND,"Technical expertise regarding data models. Previous experience with financial data preferred. The Data Analyst is a member of the Legal Business Solutions team,...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_RxuEbhNZUuXkMFGlHcuTy-L-xp5d8Zh_d3eHGt5I8cdQc5Z0pNkSS8BeyjuO07GgcDbkVDTLRvBKcsjJumIOhkocqeIa-wAhN-fOEkgGvr_tPMZyWsJt-VtKDp9Pa4w3kj6V3wAQ2v30EJTW3454T_b8Yo23b5PBuJds5PN4Fn8MZ-eZ20vrzNTsgjqfzZNDP8ZT-5JnBn4erZ_6jpYyaNPgRtU8zctBnsO01UagGpmVU-Blx1ufqvmRDP4F86Ua0XnJzRX8HcvlP6u9Yf_TTj-BJ47w__NZ2afml8CqqiT3oPZQ09EwsOzKZPw23M3oloRLjG0QuVHv2ynX_16415IFZ-Xj7EYNiU5qRnOCNm_APrmEswZEyGnSSUGRkBsg35-p1YD_6hUKLjJUax9aA1jEJb1bx70=&p=2&fvj=1&vjs=3,NOT_FOUND
4,pj_fd3fd63266f9b754,Chicago,data+analyst,Quality Data Analyst,NJOY,NOT_FOUND,The Quality Data Analyst will support complaint and CAPA investigations as well as support other functions of the QMS as needed....,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2fEec5Dd907_gSJv_atvtHPPoGWk0pTScBsEhsxdG2S4rINDikX-Lj6mdj54BrwUDNigHnxm8pgfpmJKRrei-SZVTHOoHzchiWrFlWHGekhLPsK8hlb1XmAl3Jgyxch3yzqpAOQ0bBKpPke0fuJpJJxEIc9A5N-2ec8OnzQKm0JAmXMdu1KG9xtvNg3uXVWA0QGX--IhXRnpS_wfen8ybuJuDPZATYjJAfosvmmLgGDnDDofKIcP2jJg1hIfDUizIPlJbIt5Xgkfjhv7c70JvHBOzRmAoQCszaaQGtiOTQtWcyhaJyawirRt466xbVClrbzk7WBEMG-PMYZ_GLhvwHLAnqGxokDbaWHJfi3SQrTKcjjDp_lbI6eh1M9FoBN9V6LWqsbjdJwMUVymXDU_N7OBQD1iLUM0JQ6TE2hwwaMuNnuOwsWfd&p=3&fvj=1&vjs=3,NOT_FOUND
5,pj_6a9d5801eb7cd924,Chicago,data+analyst,"Data Analyst - Cancer Center - 1st Shift, FT",Rush University Medical Center,NOT_FOUND,"Job Title: Data Analyst - Cancer Center - 1st Shift, FT Department: Shift: 1st Specialty: Job Number: 2019-1732 Date Posted: 06/17/2019 Position Type:...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeQENVeD1xb-pVmNrGCMDp_MMlBtAVJorIuP3ubVomLqGQMEup6aDmCQKKExXAEE0iNZRo-1NgDlFJ2dJ6K2vGmTLcqY1HYHgYvxpQo0D85wrPA902JuIpLjyz6neMl06eta7SHxjfogRJCvP65zLFeRdNwfKICm-4kw0kDdj7GNTDnCn0Gp1PsbeCswr9pPUlz9Zfp_3cxoKFppg5uVND1Vg1lg5E9UbjMHP2GG04Ni7w6hmGdkACMdlz8hnvXr1-8SyGRWg_hp-UmnKvTgE9sTyCRO9YAtB2YfeNpgG84xcuKB9rn9tMvI_vbs6f4WVSUdCisCk6EQgjoSdsptVdeAba5PkCxqbbIIZxf8-sV_eguJHthNrQfRswZLL6eCuRmuSYx9kSg9XrB5xW6iqZQV89ZVPZratKZME0mnzs-CFHsKciSrET_gPH12B-tF-0rSMi7SM1tILpJIVgC5wpJOSZUFCsJ4G1HajgbmQs32jiVyRQZmxWvhc_R9Omke2K8LBiE9GbcmPkrpkuK4x_hzSZYXLLMSJQkp0-eyXrZMqxgqVHY59aBdX9rOx0I68RYPl3vRayPcK8yyrnkd-6-ERt_P9S-cb0aC_6Z2a1ZHC42CjzS9yyK419Wam8KvVNdMB11pAVC_HGVgI1xGjRm9LQw9D1uLsBbUVSQdVuLhwCbsRUo1yUXNQnIkygrsnoh0ZUpWwkBymXeCPzIlTVcr6oAC3jm9piIeiIf8aX5UQWYljr2X9zuYhoiVHW488CLMgAhpPXxharpw3kogiOPqIh7h5yFP46G1B3DOkAHA==&p=4&fvj=0&vjs=3,2 days ago
6,pj_68d2195c0aece77f,Chicago,data+analyst,Compensation and Data Analyst,Archdiocese of Chicago,NOT_FOUND,Minimum two years' experience in a compensation and / or data analyst role. Audit and ensure data integrity....,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DLHxMcwhdrMGdjHv-757c0WW0vMLIg5z0BQE_o82uTzdSmc175B_5YA9aiYgLiZo8n4Umw1r_K5hCQUHXcbuP84aw3zoWizNPSqmE3xUuA8w_sApBY31VJi-xYx4CBfpoRW8JRTh8p3J7ed6UJwO3WljZ-Nvf8n_VVCnaMGAZAAkirhXeSxk2FYbrBXJL3T7UXKPoo2_VOPaQGIaMci7wWPM6yA5pL0YtKj1SUk6XORsN3U99rt7gZa6hDvv1nd0NjPXTSl9_1_a1tJt3xaVnou7fJs25WEBNhdq1cToOleB0NfER7TPUmRN5wOXhb-l3QceJWgY8yCJizTDaZHvaspYlQ_m1jcaAeCvsGahXzdQU_KjAI9tS6ZNFI8Q8HA197LEPrsEvgapk7HpEz4SxZEudXleZmaHD5gLrXnPFUAgdiggtcownrhC1uxieZ2jc=&p=5&fvj=1&vjs=3,NOT_FOUND
7,pj_a776494f25577385,Chicago,data+analyst,Reporting Analyst,Corporate Settlement Solutions,NOT_FOUND,Job Responsibilities - Reporting Analyst:. Financial or operations analyst role:. Minimum of two years’ experience in a financial and/or operations analyst role...,NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B4JfZ-A5ADulB6Za3dHf3UTHG9CnKwJehKcuueeA1Po-TZ3If0S6xhCzEeH4UkT9sDXqjbqXSK4MCKz5pNan3xe0Bm4H5Ljoizw68deiC8puMU9FkiM4SOHYHzEBcSMU0itygBAWQWh9YGMWGQhnQXOiQ1UBoSWb84dR8qEv9p-nawLC5RSELFGGFx7nFFxGwKr0E2er75HjLR4TT9kihrX15yXHudR-_t8dioVJpXF0fwiEHKlXyu9y39k8Hodp_UnzdeSkMtuag-Fe__5y_gdlLmLWc2IXYO14miTGTxTTIgFTWafdrkiRLMlC82vn9Lkiat14Ek7ATHqUKSW_KHMwlfVPuFCLFlpTSFmzN17S13gcXhYn75AnRaNBBQi7B6jw6y9h-WQpqvdYSJRdWmnovJWhlMgn6SHk4bUM27DTTbU7iIxN-E&p=6&fvj=1&vjs=3,NOT_FOUND
8,p_4af6ab8806b5a9c7,Chicago,data+analyst,"Jr. Analyst, Data Capture",Label Insight,"Chicago, IL",Strategic analysis / resolution of data quality flags (logic identifying data issues). The Data Capture team is a highly detail-oriented team of process and...,NOT_FOUND,https://www.indeed.com/rc/clk?jk=4af6ab8806b5a9c7&fccid=bde0b683ec129d36&vjs=3,7 days ago
9,p_257a707747b32e16,Chicago,data+analyst,Data Product Analyst,West Monroe Partners,"Chicago, IL 60290 (Loop area)",. West Monroe Partners is an Equal Employment Opportunity Employer - We believe in treating each employee and applicant for employment fairly and with dignity...,NOT_FOUND,https://www.indeed.com/rc/clk?jk=257a707747b32e16&fccid=13c746bf0f53b253&vjs=3,1 day ago
10,p_9acff826200f6bc8,Chicago,data+analyst,Entry Level Business Analyst,BACloudSystems,"Chicago, IL","Design the System based on the business requirements and prepared the data flow, divided data flow into modules, functions and interface....","
                $65,000 - $75,000 a year",https://www.indeed.com/company/BACloudSystems/jobs/Entry-Level-Business-Analyst-9acff826200f6bc8?fccid=d850b3ee120c31ef&vjs=3,21 days ago
